Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
civilianBanditFemaleScrubsKhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleScrubsKhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung1KhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung2KhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung3KhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
civilianBanditFemaleYoung4KhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒
