Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,spanish,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese
RogueMaleCowboyKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleCowboyKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleCowboyKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleCowboyKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
RogueMaleYoungKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleAgedKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleHeavyKhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather01KhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzSRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzTRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueFemaleLeather02KhzXBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzAK47,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzAShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzAxe,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzBat,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzClub,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzDPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzHRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzKnife,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzLBow,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzM60,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzMachete,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzPipeMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzPipePistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzPipeRifle,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzPipeShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzPistol,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzPShotgun,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzRocketL,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzSMG,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
npcRogueMaleAgedKhzSpear,entityclasses,Entity,,,Rogue,,Schurke,Malviviente,Voyou,Furfante,ならず者,무뢰한,Zakapior,Marginal,Отморозок,Haydut,流氓,流氓
