Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
civilianBanditFemaleAgedKhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleAgedKhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleScrubsKhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung1KhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung2KhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzAxe,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzSpear,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzBat,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzMachete,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzSMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzM60,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzPipePistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzDPistol,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzPipeMG,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzAK47,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzTRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzPipeRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzHRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzSRifle,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzPipeShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzPShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzAShotgun,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzXBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzLBow,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung3KhzRocketL,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung4KhzClub,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
civilianBanditFemaleYoung4KhzKnife,entityclasses,Entity,,,Civilian Bandit,,Ziviler Banditen,Bandido civil,Bandit civil,Bandit civile,民間盗賊,민간인 산적,Cywilny bandyta,Bandido civil,Гражданский бандидит,Sivil haydut,平民匪徒,平民匪徒,Bandido civil
